Titulo;Marca;Modelo;Versao;Ano_Fab;Ano_Mod;Quilometragem;Cambio;Portas;Tipo_Carroceria;Cor;Preco;Cidade;Vendedor;Atributos;Descricao;Link
CHEVROLET TRACKER 1.4 16V TURBO FLEX LTZ AUTOMÁTICO;CHEVROLET;TRACKER;1.4 16V TURBO FLEX LTZ AUTOMÁTICO;2017;2017.0;91775.0;Automática;4;Utilitário esportivo;Prata;81800.0;Florianópolis;Zilli Veículos;Aceita troca;*Reservamo-nos no direito de corrigir possíveis erros de digitação e publicação.* Mais opcionais: Abertura Interna do Porta Malas, Airbag Duplo, Apoio de Braço, Banco Bipartido, Banco do Motorista com Ajuste Elétrico, Câmbio Automático, Câmbio Tiptronic, Câmera de Ré, Conexão USB, Controle Som no Volante, Direção assistida, Faróis de neblina, Indicador de temperatura externa, Interface Bluetooth, Isofix, Lanterna de neblina, Luz Diu... Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/61568518
CHEVROLET ONIX 1.0 TURBO FLEX LTZ AUTOMÁTICO;CHEVROLET;ONIX;1.0 TURBO FLEX LTZ AUTOMÁTICO;2024;2025.0;4484.0;Automática;4;Hatchback;Prata;107990.0;Florianópolis;METRONORTE CONTINENTE;Aceita troca, Licenciado;Câmera de Ré, Comando de Som no Volante, Direção Elétrica, . Veículo de extrema procedência Manual + Chave reserva Garantia de 90 dias da concessionária Inspeção mecânica geral de entrega Oferecemos a melhor avaliação no seu usado!  Nosso time de vendas está preparado e pronto para lhe atender!;https://www.webmotors.com.br/comprar/64537341
TOYOTA RAV4 2.5 4X4 16V GASOLINA 4P AUTOMÁTICO;TOYOTA;RAV4;2.5 4X4 16V GASOLINA 4P AUTOMÁTICO;2014;2014.0;188000.0;Automática;4;Utilitário esportivo;Preto;97990.0;Florianópolis;SORAYA MULTIMARCAS;Aceita troca;Valor anunciado à vista, na troca consultar um de nossos vendedores. Mais opcionais: Airbag Duplo, Android Auto, Apoio de Braço, Apoio de braço central deslizante , Ar Condicionado Digital, Ar Condicionado Dual Zone, Banco do Motorista com Ajuste Elétrico, Banco traseiro bipartido e rebatível para ampliação do porta-malas, Câmbio Automático, Câmera de Ré, Chave Reserva, Multimídia com HD interno , Manual do Proprietário, Lanterna de... Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/63615332
HYUNDAI HB20 1.0 TGDI FLEX COMFORT PLUS AUTOMÁTICO;HYUNDAI;HB20;1.0 TGDI FLEX COMFORT PLUS AUTOMÁTICO;2024;2025.0;5000.0;Automática;4;Hatchback;Branco;96900.0;Florianópolis;Ilhauto Veículos;Aceita troca;Não deixe de Conferir nosso Estoque  Pegamos seu Semi-Novo avaliamos na hora seu carro  Financiamento bancário em Até 60x e cartão de crédito em até 24x (com taxa adm do cartão)  Pré Analise super Rápida  Fazemos seu Cadastro pelo Whats  Não exige Comprovação de Renda (dependendo Analise);https://www.webmotors.com.br/comprar/63376967
PEUGEOT EXPERT 1.6 BLUEHDI DIESEL MINIBUS MANUAL;PEUGEOT;EXPERT;1.6 BLUEHDI DIESEL MINIBUS MANUAL;2021;2021.0;80000.0;Manual;4;Van/Utilitário;Branco;186900.0;Florianópolis;GIACOMOTORS;Aceita troca, Licenciado; Expert Minibus 1.6 Turbo Diesel 2021/2021, Bancos em Tecido, 11 Lugares, Luz de Condução Diurna, Rodas ARO 16, Menor km doEstado de Santa Catarina, Teto Alto, Vidros Elétricos Dianteiros, Direção Hidraulica, Ar-Condicionado.  Valor de anúncio para negociação avista, em caso de troca consulte o valor R$...   A Giaco Motors está localizada na Av. Josué di Bernardi, 720 - Capoeiras, Florianópolis - SC, 88095-720. Estamos no mercado há mais de cinco anos, conquistando nossos clientes com seriedade ;https://www.webmotors.com.br/comprar/64042958
TOYOTA HILUX SW4 2.8 SRX 4X4 16V TURBO INTERCOOLER DIESEL 4P AUTOMÁTICO;TOYOTA;HILUX SW4;2.8 SRX 4X4 16V TURBO INTERCOOLER DIESEL 4P AUTOMÁTICO;2018;2018.0;81927.0;Automática;4;Utilitário esportivo;Prata;215000.0;Florianópolis;Hai Toyota Matriz;Aceita troca;SUV de alto padrão que combina potência, conforto e segurança. Equipado com motor 2.8 Turbo Diesel e tração 4x4, oferece excelente desempenho em qualquer terreno. A versão SRX conta com interior em couro, ar digital dual zone, central multimídia com Android Auto e Apple CarPlay, câmera 360° e pacote Toyota Safety Sense. Nos reservamos ao direito de eventuais erros de digitação.;https://www.webmotors.com.br/comprar/63529474
RENAULT KWID 1.0 12V SCE FLEX INTENSE MANUAL;RENAULT;KWID;1.0 12V SCE FLEX INTENSE MANUAL;2022;2023.0;144000.0;Manual;4;Hatchback;Prata;45990.0;Florianópolis;BLZ VEICULOS;Aceita troca;REPASSE, SEM GARANTIA  Outros Opcionais: Comando de áudio no volante, Controle de estabilidade, Direção Elétrica, Distribuição eletrônica de frenagem, Farol de neblina, Kit Multimídia, Pára-choques na cor do veículo, Porta-copos.;https://www.webmotors.com.br/comprar/64651705
TOYOTA ETIOS 1.5 XS 16V FLEX 4P MANUAL;TOYOTA;ETIOS;1.5 XS 16V FLEX 4P MANUAL;2013;2014.0;147000.0;Manual;4;Hatchback;Cinza;41990.0;Florianópolis;BLZ VEICULOS;Aceita troca, IPVA pago, Licenciado;CARRO ÍNTEGRO, EM BOM ESTADO, REVISADO E COM GARANTIA Outros Opcionais: Comando de áudio no volante, Direção Elétrica, Distribuição eletrônica de frenagem, MP3 Player, Pára-choques na cor do veículo.;https://www.webmotors.com.br/comprar/63994801
CITROËN C3 1.6 TENDANCE 16V FLEX 4P AUTOMÁTICO;CITROËN;C3;1.6 TENDANCE 16V FLEX 4P AUTOMÁTICO;2014;2015.0;98000.0;Automática;4;Hatchback;Prata;43900.0;Florianópolis;FOUR MULTIMARCAS;Aceita troca, Licenciado; - ;https://www.webmotors.com.br/comprar/64497132
BMW X1 2.0 16V TURBO ACTIVEFLEX SDRIVE20I 4P AUTOMÁTICO;BMW;X1;2.0 16V TURBO ACTIVEFLEX SDRIVE20I 4P AUTOMÁTICO;2017;2018.0;71854.0;Automática;4;Utilitário esportivo;Preto;126990.0;Florianópolis;AUTO DELAS;Aceita troca;"BMW X1 SDRIVE 20i 2.0/2.0 TB Acti.Flex Aut. 2018 – Luxo, desempenho e tecnologia de ponta em um único veículo.    Equipado com motor 2.0 Turbo de 192 cv, câmbio automático de 8 marchas, tração traseira (sDrive), direção elétrica, ar-condicionado dual zone, central multimídia com tela de 6,5” e conectividade com Apple CarPlay, câmera de ré, sensores de estacionamento dianteiros e traseiros, volante multifuncional, controle de estabilidade e tração, assistente de partida em rampa, 6 airbags, freios ABS com EBD, rodas de liga leve de 18” e detalhes internos com acabamento de alto padrão.    Mais informações: 48 9 9939-0417    ""Carro em consignação"" - Visita mediante agendamento.    Observação, valor para pagamento sem troca, para troca, consulte um de nossos especialistas.    * Aceitamos seu usado como entrada, com a melhor avaliação do mercado.  * Trabalhamos com financiamento bancário.  * Temos a opção de parcelamento no cartão de Crédito em até 18x (consulte condições).    Compre seu carro com segurança, transparência com a melhor negociação!    Estamos localizados na Av. Marinheiro Max Schramm, 3805.  Jardim Atlântico - Florianópolis/SC    www.autodelas.com.br";https://www.webmotors.com.br/comprar/57424071
MERCEDES-BENZ C 180 1.6 CGI FLEX AVANTGARDE 9G-TRONIC;MERCEDES-BENZ;C 180;1.6 CGI FLEX AVANTGARDE 9G-TRONIC;2018;2019.0;71300.0;Automática;4;Sedã;Preto;140900.0;Florianópolis;Ilhauto Veículos;Aceita troca;;https://www.webmotors.com.br/comprar/61614132
VOLKSWAGEN UP 1.0 TSI MOVE UP 12V FLEX 4P MANUAL;VOLKSWAGEN;UP;1.0 TSI MOVE UP 12V FLEX 4P MANUAL;2016;2017.0;96450.0;Manual;4;Hatchback;Prata;57790.0;Florianópolis;SHOW PRIME;Aceita troca, IPVA pago, Licenciado; - ;https://www.webmotors.com.br/comprar/63627137
FERRARI 488 SPIDER 3.9 V8 TURBO GASOLINA F1-DCT;FERRARI;488 SPIDER;3.9 V8 TURBO GASOLINA F1-DCT;2018;2019.0;9700.0;Automática;2;Conversível;Vermelho;3590000.0;Florianópolis;Nord Sportwagen;Aceita troca, IPVA pago;Rosso Corsa| Interior em Couro Preto| Costuras em vermelho| Volante multifuncional em fibra de carbono| Bancos Daytona| Console em fibra de carbono| Cluster em branco| Freios em carbono-cerâmica com pinças em vermelho| Escapamento esportivo com válvula| Entradas e saídas de ar-traseiras em fibra de carbono| Spoiler dianteiro em fibra de carbono| Parking Assistant e câmeras dianteira e traseira| Lift System| Display do passageiro| PPF Full| Importação oficial Via Italia;https://www.webmotors.com.br/comprar/63592046
JEEP COMPASS 1.3 T270 TURBO FLEX LONGITUDE AT6;JEEP;COMPASS;1.3 T270 TURBO FLEX LONGITUDE AT6;2023;2023.0;35000.0;Automática;4;Utilitário esportivo;Branco;136900.0;Florianópolis;IMPERIAL AUTOMOVEIS;Aceita troca, Único dono, Todas as revisões feitas pela concessionária, IPVA pago, Licenciado;Compasse 1.3 Longitude: Único dono chave reserva na garantia de fabrica, IPVA 2025 Pago.Chame um de nossos consultoresagora faça suasimulação e agende seu teste drive (48)999447900 Ou (48)30947900. Estamos localizado na Av Josue Di Bernardi N 798_CampinasSão Jose SC. Aberta de segunda a sexta feira das 8:00 ás 19:00 e sábado das 8:00 ás 14:00 HS. A loja conta uma equipe qualificada com mais de 23 anos de mercado. Mais opcionais: Air... Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/64778546
CITROËN C4 CACTUS 1.6 VTI 120 FLEX FEEL EAT6;CITROËN;C4 CACTUS;1.6 VTI 120 FLEX FEEL EAT6;2022;2022.0;49000.0;Automática;4;Utilitário esportivo;Prata;79900.0;Florianópolis;GR SELECT;Aceita troca;* Reservamo-nos no direito de corrigir possíveis erros de digitação e publicação.*;https://www.webmotors.com.br/comprar/64445938
VOLVO XC40 P6 RECHARGE ELECTRIC PLUS;VOLVO;XC40;P6 RECHARGE ELECTRIC PLUS;2022;2023.0;31000.0;Automática;4;Utilitário esportivo;Prata;209900.0;Florianópolis;3C Motors;Aceita troca;a 3C Motors, qualidade e confiança vêm em primeiro lugar! Todos os nossos veículos passam por um rigoroso processo de avaliação, incluindo revisão completa, vistoria cautelar e preparação estética, garantindo que você receba um carro em perfeitas condições.Com mais de 20 anos no mercado, seguimos os mais altos padrões de qualidade para oferecer a você segurança, transparência e tranquilidade na hora da compra. Agende agora mesmo um ... Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/63635426
JEEP COMPASS 1.3 T270 TURBO FLEX LONGITUDE AT6;JEEP;COMPASS;1.3 T270 TURBO FLEX LONGITUDE AT6;2022;2022.0;97179.0;Automática;4;Utilitário esportivo;Branco;121855.0;Florianópolis;Kia Auto Premier - Florianópolis;Aceita troca, Todas as revisões feitas pela concessionária, IPVA pago, Licenciado;Porta-copos, Bluetooth, Câmera de Ré, Comando de Som no Volante, Entrada USB, Direção Elétrica, Kit Multimídia, Farol de LED, Fixação cadeira para criança, Controle de Estabilidade, Integração com SmartPhones, Piloto Automático, Volante Multifuncional, Airbag Lateral, Airbag de Cortina, 6 Airbags, Baixa km, Garantia da Loja, Nenhuma Batida, Oferta da semana, Pneus Novos, Feito Vistoria Cautelar  SUV completo, sofisticado e confortável. Perfeito para quem busca potência, espaço e design marcante.   Conheça na Auto Premier Kia em Florianópolis e se apaixone!;https://www.webmotors.com.br/comprar/63121239
HYUNDAI HB20 1.0 12V FLEX VISION MANUAL;HYUNDAI;HB20;1.0 12V FLEX VISION MANUAL;2019;2020.0;64000.0;Manual;4;Hatchback;Branco;59900.0;Florianópolis;FH VEÍCULOS;Aceita troca, IPVA pago;Só na FH Veículos você encontra! Veículos Selecionados, com garantia.  Aceitamos seu usado na troca, com avaliação justa.  Financiamos com as melhores taxas do mercado.  Ajudamos você com a venda do seu carro, conheça nosso modelo de consignação.    ***Reservamos o direito de corrigir eventuais erros de digitação,  imagem, opcional, acessórios, orçamentos e simulações***.    VEM CONFERIR!    FH Veículos.    Praça Paulo Schlemper, 33  Capoeiras - Florianópolis/SC.;https://www.webmotors.com.br/comprar/64073764
CHEVROLET SPIN 1.8 LTZ 8V FLEX 4P AUTOMÁTICO;CHEVROLET;SPIN;1.8 LTZ 8V FLEX 4P AUTOMÁTICO;2016;2017.0;69000.0;Automática;4;Minivan;Azul;67900.0;Florianópolis;kaka Automoveis Floripa;Aceita troca;Na Kaka Automóveis você encontra os melhores carros com as melhores condições do mercado!  Aceitamos seu veículo usado como parte do pagamento  Entrada facilitada no cartão de crédito  Financiamento em até 60x com taxas especiaisEstamos presentes em 3 unidades para melhor te atender: Lages – Av. Pres. Vargas, 696 – Sagrado Coração de Jesus Florianópolis (Grande Floripa) – R. Maria Bernardina Vaz Borges, 360 – Kobrasol Itajaí | Praia Brava – Av. Carlos Drummond de Andrade, 7;https://www.webmotors.com.br/comprar/64180538
KIA PICANTO 1.0 EX 12V GASOLINA 4P MANUAL;KIA;PICANTO;1.0 EX 12V GASOLINA 4P MANUAL;2010;2011.0;136000.0;Manual;4;Hatchback;Preto;29900.0;Florianópolis;FH VEÍCULOS;Aceita troca, IPVA pago; Só na FH Veículos você encontra! Veículos Selecionados, com garantia.  Aceitamos seu usado na troca, com avaliação justa.  Financiamos com as melhores taxas do mercado.  Ajudamos você com a venda do seu carro, conheça nosso modelo de consignação.    ***Reservamos o direito de corrigir eventuais erros de digitação,  imagem, opcional, acessórios, orçamentos e simulações***.    VEM CONFERIR!    FH Veículos.    Praça Paulo Schlemper, 33  Capoeiras - Florianópolis/SC.;https://www.webmotors.com.br/comprar/63333511
FIAT UNO 1.0 EVO WAY 8V FLEX 4P MANUAL;FIAT;UNO;1.0 EVO WAY 8V FLEX 4P MANUAL;2015;2016.0;98000.0;Manual;4;Hatchback;Branco;45880.0;Florianópolis;AUDRIX MOTORS;Aceita troca, IPVA pago, Licenciado;Fiat Uno Way 1.0 Evo Fire 2016  Ano/Modelo: 2016 Versão: Way 1.0 Evo Flex Cor: Branca  Hatch econômico, ágil e ideal para o dia a dia. Motor 1.0 Evo com baixo consumo, visual aventureiro e manutenção acessível. Veículo leve, prático e com boa dirigibilidade.  Itens de série: Ar-condicionado Direção hidráulica Vidros e travas elétricos Airbags Freios ABS Som com USB  Aceitamos seu carro na troca e facilitamos a negociação. Contato: (48) 8833-2006;https://www.webmotors.com.br/comprar/64537333
FIAT PULSE 1.0 TURBO 200 FLEX AUDACE CVT;FIAT;PULSE;1.0 TURBO 200 FLEX AUDACE CVT;2022;2022.0;60000.0;Automática;4;Utilitário esportivo;Vermelho;92990.0;Florianópolis;JB CARROS;Aceita troca, Licenciado;Fiat Pulse Audace 1.0 Turbo 2022 – Modernidade, tecnologia e desempenho em um SUV compactoO Fiat Pulse Audace 2022 é um SUV que entrega design arrojado, alta tecnologia e um excelente desempenho com economia. Equipado com motor 1.0 Turbo de 130 cv e câmbio CVT automático, é a escolha certa para quem busca conforto e modernidade em todas as viagens.Detectável em buscas como: SUV compacto moderno, carro econômico e potente, carro para... Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/61541771
JEEP RENEGADE 1.8 16V FLEX LIMITED 4P AUTOMÁTICO;JEEP;RENEGADE;1.8 16V FLEX LIMITED 4P AUTOMÁTICO;2021;2021.0;85120.0;Automática;4;Utilitário esportivo;Branco;98990.0;Florianópolis;METRONORTE CONTINENTE;Aceita troca, Licenciado;Veículo de extrema procedência Manual + Chave reserva Garantia de 90 dias da concessionária Inspeção mecânica geral de entrega Oferecemos a melhor avaliação no seu usado!  Nosso time de vendas está preparado e pronto para lhe atender!;https://www.webmotors.com.br/comprar/64536995
CHEVROLET CAMARO 6.2 SS COUPÉ V8 GASOLINA 2P AUTOMÁTICO;CHEVROLET;CAMARO;6.2 SS COUPÉ V8 GASOLINA 2P AUTOMÁTICO;2011;2011.0;104000.0;Automática;2;Cupê;Amarelo;204900.0;Florianópolis;BP8 MULTIMARCAS;Aceita troca;  GM - Chevrolet / Camaro SS 6.2 V8 16V    2011/2011   Mais infos:   104000 km   Airbag motorista    Airbag passageiro    Alarme    Ar Condicionado    Banco do Motorista com regulagem de altura    Bancos de Couro    Computador de Bordo    Controle de som no volante    Direção Elétrica    Faróis de neblina dianteiros    Freios ABS    Luz condução diurna    Parachoque na Cor    Partida na chave    Piloto Automático    Rádio AM/FM    Rádio com Bluetooth    Regulagem de Volante    Retrovisores elétricos    Rodas de liga leve    Sensor de estacionamento    Vidros elétricos    Volante multifuncional     BP8 Multimarcas  Avenida Governador Ivo Silveira, 2512  Capoeiras, Florianópolis  ;https://www.webmotors.com.br/comprar/63950839
PORSCHE 718 2.0 16V H4 GASOLINA BOXSTER PDK;PORSCHE;718;2.0 16V H4 GASOLINA BOXSTER PDK;2024;2024.0;4100.0;Automática;2;Conversível;Azul;579000.0;Florianópolis;Nord Sportwagen;Aceita troca, Único dono, IPVA pago;Gentian Blue Metallic| Capota em azul| Interior em couro total azul grafite| Volante esportivo GT aquecido| Tacômetro em branco| Cintos de segurança prata| Faróis Bi-Xênon com PDLS| Sistema de escapamento esportivo| Pacote Sport Chrono em branco| ParkAssist dianteiro e traseiro com câmera de ré| Porsche Entry & Drive| Porsche Entry & Drive| Power Steering Plus|Tanque de 64 litros| Adaptative Cruise Control (ACC)| Sistema de som Bose| PPF Full e Ceramic Pro | Pacote de 3 revisões pagas;https://www.webmotors.com.br/comprar/63328079
FIAT TORO 1.3 TURBO 270 FLEX VOLCANO AT6;FIAT;TORO;1.3 TURBO 270 FLEX VOLCANO AT6;2021;2022.0;89000.0;Automática;4;Picape;Branco;104990.0;Florianópolis;SORAYA MULTIMARCAS;Aceita troca;Valor anunciado à vista, na troca consultar um de nossos vendedores. Mais opcionais: Completo. Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/63959363
FIAT TORO 1.8 16V EVO FLEX FREEDOM AT6;FIAT;TORO;1.8 16V EVO FLEX FREEDOM AT6;2016;2017.0;100000.0;Automática;4;Picape;Vermelho;84990.0;Florianópolis;SORAYA MULTIMARCAS;Aceita troca;Valor anunciado à vista, na troca consultar um de nossos vendedores. Mais opcionais: Acionamento Remoto do Motor, Airbag Duplo, Airbag Lateral, Apoio de Braço, Ar Condicionado Digital, Ar Condicionado Dual Zone, Cabine Dupla, Câmbio Automático, Câmera de Ré, Chave Reserva, Multimídia com HD interno , Manual do Proprietário, Lona Marítima, Lanterna de neblina, Faróis de Milha, Faróis de LED, Faróis Auxiliares, Espelhos Elétricos, Con... Publicado pelo Autos 360, o integrador oficial do Grupo OLX.;https://www.webmotors.com.br/comprar/64743000
HYUNDAI HB20 1.0 COMFORT STYLE 12V FLEX 4P MANUAL;HYUNDAI;HB20;1.0 COMFORT STYLE 12V FLEX 4P MANUAL;2015;2015.0;93378.0;Manual;4;Hatchback;Branco;46900.0;Florianópolis;BRASILCAR;Aceita troca;Estamos no endereço Av. Norberto Becker, 2 Campeche - Florianópolis, SC 88065420 , Fone: (48) 2132-3325 Não perdemos negócio , venha fazer um Test Drive e conhecer nosso estoque ! Aguardamos Sua Visita! (Anúncio sujeito à alteração sem aviso prévio. Reservamos o direito de corrigir eventuais erros de digitação, imagem, opcional, acessórios, orçamentos e simulações);https://www.webmotors.com.br/comprar/64518603
